Code,Name,Name_Chinese,Address,Postcode,City,State,District_Education_Office,Established,X,Y
ABC6079,SEKOLAH JENIS KEBANGSAAN (CINA) PHUI CHOI,甘文丁培才华小,JALAN KAMUNTING LAMA LORONG KAMUNTING,34600,KAMUNTING,PERAK,PPD LARUT/MATANG/SELAMA,1/9/1927,100.734247,4.88919
ABC6080,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,新板新民华小,KAMPUNG SIMPANG MAKMUR,34700,SIMPANG,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1928,100.7124217,4.81880938
ABC6082,SEKOLAH JENIS KEBANGSAAN (CINA) KWONG MAN,峇都古劳光明华小,JALAN BESAR,34500,BATU KURAU,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1924,100.7971754,4.975718974
ABC6083,SEKOLAH JENIS KEBANGSAAN (CINA) PHOOI WAH,日莱培华华小,"JALAN BESAR, JELAI",34520,BATU KURAU,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1938,100.8099066,5.012715859
ABC6084,SEKOLAH JENIS KEBANGSAAN (CINA) KHEA WAH,马登启华华小,JALAN CINA,34750,MATANG,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1927,100.6729267,4.820015036
ABC6085,SEKOLAH JENIS KEBANGSAAN (CINA) POAY ENG,十八丁培英华小,JALAN TRUMP,34650,KUALA SEPETANG,PERAK,PPD LARUT/MATANG/SELAMA,15/4/1926,100.6292731,4.837010871
ABC6086,SEKOLAH JENIS KEBANGSAAN (CINA) POAY CHEE,老港培智华小,KUALA SANGGA,34650,KUALA SEPETANG,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1945,100.5606862,4.853006447
ABC6087,SEKOLAH JENIS KEBANGSAAN (CINA) YUK CHUEN,章吉遮令育群华小,JALAN KUALA KANGSAR,34850,CHANGKAT JERING,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1946,100.719637,4.790372308
ABC6088,SEKOLAH JENIS KEBANGSAAN (CINA) SIU SIN,直弄修身华小,JALAN BESAR,34800,TRONG,PERAK,PPD LARUT/MATANG/SELAMA,17/2/1922,100.7186585,4.708184853
ABC6089,SEKOLAH JENIS KEBANGSAAN (CINA) NGAI SENG,毅成华小,AIR TERJUN,34800,TRONG,PERAK,PPD LARUT/MATANG/SELAMA,28/7/1946,100.7108508,4.642891497
ABC6091,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI ROTAN,直弄双溪罗丹华小,KAMPUNG SUNGAI ROTAN,34800,TRONG,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1952,100.7330373,4.555803855
ABC6092,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY HWA,双溪吉隆启华华小,SUNGAI KERANG,34800,TRONG,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1946,100.6825648,4.596759087
ABC6093,SEKOLAH JENIS KEBANGSAAN (CINA) SIN HUA,淡不落新华华小,TEMERLOH,34800,TRONG,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1930,100.6940926,4.651909675
ABC6094,SEKOLAH JENIS KEBANGSAAN (CINA) AIK HUA,大直弄益华华小,PASIR HITAM,34000,TAIPING,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1940,100.6151751,4.64614064
ABC6095,SEKOLAH JENIS KEBANGSAAN (CINA) CHI SHENG (1),司南马志成华小一校,109 JALAN BESAR,34100,SELAMA,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1919,100.6911685,5.219161706
ABC6096,SEKOLAH JENIS KEBANGSAAN (CINA) CHI SHENG (2),志成华小二校,RANTAU PANJANG,34140,RANTAU PANJANG,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1936,100.7317642,5.240368664
ABC6097,SEKOLAH JENIS KEBANGSAAN (CINA) REDANG PANJANG,怡郁华小,IJOK,34510,BATU KURAU,PERAK,PPD LARUT/MATANG/SELAMA,1/1/1935,100.78311,5.114303
ABC6098,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI TERAP,司南马双溪打立华小,LORONG 2 SUNGAI TERAP,34100,SELAMA,PERAK,PPD LARUT/MATANG/SELAMA,4/5/1952,100.6830733,5.203902701
ABC7036,SEKOLAH JENIS KEBANGSAAN (CINA) EOK KWAN,高乌育权华小,JALAN TASEK,33100,PENGKALAN HULU,PERAK,PPD HULU PERAK,1/1/1934,100.998436,5.706103
ABC7037,SEKOLAH JENIS KEBANGSAAN (CINA) KUNG LI,仁丹公立华小,KLIAN INTAN,33200,PENGKALAN HULU,PERAK,PPD HULU PERAK,1/1/1943,101.019826,5.634072
ABC7038,SEKOLAH JENIS KEBANGSAAN (CINA) KG. BAHARU BATU DUA,宜力峇都鲁亚华小,KG. BAHARU BATU DUA,33300,GERIK,PERAK,PPD HULU PERAK,12/5/1952,101.134705,5.449621
ABC7039,SEKOLAH JENIS KEBANGSAAN (CINA) KUALA RUI,宜里高拉雷华小,KAMPONG BARU KUALA RUI,33300,GERIK,PERAK,PPD HULU PERAK,1/1/1940,101.173565,5.458753
ABC7040,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG WA,宜力中华华小,JALAN SEKOLAH CINA,33300,GERIK,PERAK,PPD HULU PERAK,1/1/1925,101.131383,5.428956
ABC7041,SEKOLAH JENIS KEBANGSAAN (CINA) AYER KALA,爱育嘉拉华小,KG. BARU AYER KALA,33420,LENGGONG,PERAK,PPD HULU PERAK,18/3/1948,101.055555,5.196287
ABC7042,SEKOLAH JENIS KEBANGSAAN (CINA) SELAT PAGAR,士力百加华小,KG SELAT PAGAR,33420,LENGGONG,PERAK,PPD HULU PERAK,1/1/1948,101.036818,5.180065
ABC7043,SEKOLAH JENIS KEBANGSAAN (CINA) PADANG GRUS,巴登古鲁华小,KG BARU PADANG GRUS,33420,LENGGONG,PERAK,PPD HULU PERAK,8/8/1954,101.014094,5.163667
ABC7044,SEKOLAH JENIS KEBANGSAAN (CINA) YEONG HWA,玲珑仰华华小,LORONG PEJABAT PELADANG,33400,LENGGONG,PERAK,PPD HULU PERAK,1/4/1923,100.9687448,5.107769826
ABC7045,SEKOLAH JENIS KEBANGSAAN (CINA) KOTA TAMPAN,玲珑哥打淡板华小,KOTA TAMPAN,33400,LENGGONG,PERAK,PPD HULU PERAK,1/1/1936,100.966546,5.056036
ABC7046,SEKOLAH JENIS KEBANGSAAN (CINA) KHAY BENG,玲珑拉挽启明华小,TASEK RABAN,33400,LENGGONG,PERAK,PPD HULU PERAK,1/12/1939,100.944893,5.002522
ABC8401,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,巴力中华华小,JALAN BELANJA,32800,PARIT,PERAK,PPD PERAK TENGAH,12/5/1922,100.9099073,4.479160194
ABC9001,SEKOLAH JENIS KEBANGSAAN (CINA) NEW KOPISAN,务边新咖啡山华小,"JALAN SEKOLAH, KOPISAN BARU",31600,GOPENG,PERAK,PPD KINTA SELATAN,1/9/1923,101.162647,4.461803
ABC9002,SEKOLAH JENIS KEBANGSAAN (CINA) MAN MING,务边文明华小,JALAN TASIK,31600,GOPENG,PERAK,PPD KINTA SELATAN,15/10/1912,101.16773,4.476475
ABC9003,SEKOLAH JENIS KEBANGSAAN (CINA) LAWAN KUDA BARU,务边拉湾古打华小,"JALAN 4, LAWAN KUDA BARU",31600,GOPENG,PERAK,PPD KINTA SELATAN,14/10/1951,101.161777,4.45115
ABC9004,SEKOLAH JENIS KEBANGSAAN (CINA) JERAM,也南华小,KG.BARU JERAM,31850,JERAM,PERAK,PPD KINTA SELATAN,1/7/1952,101.153122,4.387365
ABC9005,SEKOLAH JENIS KEBANGSAAN (CINA) YING SING,双溪古月应新华小,JALAN BESAR MALIM NAWAR,31700,MALIM NAWAR,PERAK,PPD KINTA SELATAN,1/1/1926,101.117766,4.352177
ABC9006,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,金宝新民华小,SUNGAI SIPUT SELATAN,31900,KAMPAR,PERAK,PPD KINTA SELATAN,27/10/1913,101.193078,4.392539
ABC9007,SEKOLAH JENIS KEBANGSAAN (CINA) PEI YUAN,金宝培元华小,NO 9 JLN DIPANG,31907,KAMPAR,PERAK,PPD KINTA SELATAN,1/1/1912,101.154215,4.318857
ABC9008,SEKOLAH JENIS KEBANGSAAN (CINA) MAMBANG DIAWAN,金宝万邦刁湾华小,"JALAN BELIDA, MAMBANG DI AWAN",31950,KAMPAR,PERAK,PPD KINTA SELATAN,1/1/1952,101.144763,4.26681
ABC9009,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,金宝东兴港新民华小,TRONOH MINES,31910,KAMPAR,PERAK,PPD KINTA SELATAN,1/1/1946,101.086343,4.272073
ABC9010,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPAR GIRLS,金宝公立华小,JALAN AMPANG,31907,KAMPAR,PERAK,PPD KINTA SELATAN,1/1/1916,101.1548835,4.313966278
ABC9011,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUAH,金宝中华华小,JALAN BHARU,31907,KAMPAR,PERAK,PPD KINTA SELATAN,1/1/1920,101.154967,4.310306
ABC9012,SEKOLAH JENIS KEBANGSAAN (CINA) YU YING,万邦刁湾毓英华小,"JALAN TENGAS, MAMBANG DIAWAN",31950,KAMPAR,PERAK,PPD KINTA SELATAN,1/1/1952,101.147196,4.261242
ABCA001,SEKOLAH JENIS KEBANGSAAN (CINA) HO PIN,仕林河和平华小,"KAMPUNG BARU, SLIM VILLAGE",35800,SLIM RIVER,PERAK,PPD MUALLIM,2/10/1935,101.47924,3.850721
ABCA002,SEKOLAH JENIS KEBANGSAAN (CINA) PHIN MIN,美冷平民华小,BEHRANG STESEN,35950,BEHRANG STESEN,PERAK,PPD MUALLIM,1/7/1918,101.4486947,3.743547153
ABCA003,SEKOLAH JENIS KEBANGSAAN (CINA) CHIN HUA,仕林河菁华华小,PEKAN SLIM RIVER,35800,SLIM RIVER,PERAK,PPD MUALLIM,25/9/1926,101.4003641,3.832999367
ABCA004,SEKOLAH JENIS KEBANGSAAN (CINA) BEHRANG ULU,美冷乌噜华小,BEHRANG ULU,35910,TANJONG MALIM,PERAK,PPD MUALLIM,31/12/1954,101.496792,3.75595
ABCA005,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG SIN,丹绒马林重新华小,"121-122, JLN KETOYONG",35900,TANJONG MALIM,PERAK,PPD MUALLIM,31/12/1914,101.520456,3.684052
ABCB001,SEKOLAH JENIS KEBANGSAAN (CINA) YEONG SENG,半港仁拿打养成华小,"BATU 10, JENDARATA",36400,HUTAN MELINTANG,PERAK,PPD BAGAN DATUK,31/12/1926,100.945371,3.913763
ABCB002,SEKOLAH JENIS KEBANGSAAN (CINA) POOI SENG,半港十三英里培成华小,BATU 13,36400,HUTAN MELINTANG,PERAK,PPD BAGAN DATUK,1/1/1944,100.902336,3.892379
ABCB003,SEKOLAH JENIS KEBANGSAAN (CINA) POOI AING,双溪泗文培英华小,PARIT 7,36300,SUNGAI SUMUN,PERAK,PPD BAGAN DATUK,31/12/1931,100.853883,3.891486
ABCB004,SEKOLAH JENIS KEBANGSAAN (CINA) KEOW MIN,半港侨民华小,JALAN TEPI SUNGAI,36400,HUTAN MELINTANG,PERAK,PPD BAGAN DATUK,31/12/1952,100.930778,3.873982
ABCB005,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN,双怡杖新民华小,SUNGAI TIANG,36200,SELEKOH,PERAK,PPD BAGAN DATUK,31/12/1951,100.7139595,3.909661202
ABCB006,SEKOLAH JENIS KEBANGSAAN (CINA) CHONG SAN,双溪武隆中山华小,SUNGAI BURUNG,36100,BAGAN DATOH,PERAK,PPD BAGAN DATUK,31/12/1930,100.708308,3.976254
ABCB007,SEKOLAH JENIS KEBANGSAAN (CINA) HWA NAN,实里阁华南华小,BATU 23,36200,SELEKOH,PERAK,PPD BAGAN DATUK,1/8/1932,100.7705189,3.907341581
ABCB008,SEKOLAH JENIS KEBANGSAAN (CINA) HUA HSIA,峇眼拿督华夏华小,"JALAN PASAR, BAGAN DATOH",36100,BAGAN DATOH,PERAK,PPD BAGAN DATUK,15/7/1928,100.785163,3.989119
ABCB009,SEKOLAH JENIS KEBANGSAAN (CINA) YEE HWA,双吕江育华华小,SUNGAI BELUKANG,36200,SELEKOH,PERAK,PPD BAGAN DATUK,31/12/1946,100.741402,3.865931
ABCB010,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG TIGA,新邦智嘉华小,"BATU 24, SIMPANG 3, JALAN BAGAN DATOH",36100,BAGAN DATOH,PERAK,PPD BAGAN DATUK,10/10/1967,100.776274,3.932895
ABCB011,SEKOLAH JENIS KEBANGSAAN (CINA) BAGAN PASIR LAUT,实里阁峇眼巴硕华小,JALAN BARU BAGAN PASIR LAUT,36200,SELEKOH,PERAK,PPD BAGAN DATUK,29/1/1927,100.818356,3.860158
BBC0040,SEKOLAH JENIS KEBANGSAAN (CINA) PEREMPUAN,巴生中华女校,"95A, JALAN KOTA RAJA",41000,KLANG,SELANGOR,PPD KLANG,27/10/1918,101.4530237,3.038801546
BBC0041,SEKOLAH JENIS KEBANGSAAN (CINA) CHUEN MIN,直落玻璃循民华小,"LOT 389, JALAN JAMBU BOL / KS 1, TELOK PULAI",41100,KLANG,SELANGOR,PPD KLANG,3/1/1946,101.4318582,3.038993473
BBC0042,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA,巴生中华华小,"NO1A, PERSIARAN ANGGERIK ERIA, SEC 31, KOTA KEMUNING",40460,SHAH ALAM,SELANGOR,PPD KLANG,11/1/1911,101.534036,2.988307
BBC0043,SEKOLAH JENIS KEBANGSAAN (CINA) HIN HUA,巴生兴华华小,"JALAN BATU NILAM, BANDAR BUKIT TINGGI",41200,KLANG,SELANGOR,PPD KLANG,14/6/1947,101.4298227,3.010569828
BBC0044,SEKOLAH JENIS KEBANGSAAN (CINA) HWA LIEN,吉胆岛华联华小,"JALAN SEKOLAH,PULAU KETAM",42940,PELABUHAN KLANG,SELANGOR,PPD KLANG,15/2/1945,101.253998,3.022121
BBC0045,SEKOLAH JENIS KEBANGSAAN (CINA) KENG CHEE,吉胆岛竞智华小,"BAGAN TEOCHEW, PULAU KETAM",42940,PELABUHAN KLANG,SELANGOR,PPD KLANG,1/10/1946,101.244359,3.019706
BBC0046,SEKOLAH JENIS KEBANGSAAN (CINA) KHE BENG,武吉肯文宁启明华小,"PERSIARAN KEMUNING PRIMA, SEKSYEN 32",40460,KLANG,SELANGOR,PPD KLANG,1/1/1929,101.531943,3.013545
BBC0047,SEKOLAH JENIS KEBANGSAAN (CINA) KONG HOE,巴生共和华小,"54, JALAN BATU TIGA",41300,KLANG,SELANGOR,PPD KLANG,1/1/1919,101.452193,3.047183
BBC0048,SEKOLAH JENIS KEBANGSAAN (CINA) LEE MIN,直落昻利民华小,KAMPUNG TELOK GONG,42000,PELABUHAN KLANG,SELANGOR,PPD KLANG,6/11/1945,101.388833,2.959532
BBC0049,SEKOLAH JENIS KEBANGSAAN (CINA) PANDAMARAN 'A',班达马兰华小 A 校,JALAN BESAR,42000,PELABUHAN KLANG,SELANGOR,PPD KLANG,1/1/1950,101.412173,3.006243
BBC0050,SEKOLAH JENIS KEBANGSAAN (CINA) PANDAMARAN 'B',班达马兰华小 B 校,JALAN YOUNG PANDAMARAN,42000,PELABUHAN KLANG,SELANGOR,PPD KLANG,28/6/1954,101.4198666,3.01088482
BBC0051,SEKOLAH JENIS KEBANGSAAN (CINA) PIN HWA (1),巴生滨华华小一校,"2, PERSIARAN SETIA MURNI,SETIA ALAM, SEKSYEN U13",40170,SHAH ALAM,SELANGOR,PPD KLANG,27/8/1923,101.450963,3.114023
BBC0052,SEKOLAH JENIS KEBANGSAAN (CINA) PUI YING,巴生培英华小,"BATU 4, JALAN KAPAR",42100,KLANG,SELANGOR,PPD KLANG,1/1/1932,101.410973,3.072392
BBC0053,SEKOLAH JENIS KEBANGSAAN (CINA) SIN BIN,吉胆岛新民华小,"SUNGAI LIMA, PULAU KETAM",42940,PELABUHAN KLANG,SELANGOR,PPD KLANG,11/11/1937,101.277046,3.040391
BBC0054,SEKOLAH JENIS KEBANGSAAN (CINA) SOO JIN,加埔树人华小,PEKAN KAPAR,42200,KAPAR,SELANGOR,PPD KLANG,1/1/1926,101.37393,3.139819
BBC0055,SEKOLAH JENIS KEBANGSAAN (CINA) TIONG HUA KOK BIN,巴生中华国民华小,"PEKAN MERU, BATU 6, OFF JALAN MERU",41050,KLANG,SELANGOR,PPD KLANG,1/1/1924,101.439103,3.135503
BBC0056,SEKOLAH JENIS KEBANGSAAN (CINA) TSHING NIAN,巴生青年华小,"25, JALAN TENGKU BADAR",42000,PELABUHAN KLANG,SELANGOR,PPD KLANG,1/11/1915,101.396737,3.006473
BBC0057,SEKOLAH JENIS KEBANGSAAN (CINA) WU TECK,巴生务德华小,"PERSIARAN DELIMA 3, BANDAR PARKLANDS",41200,KLANG,SELANGOR,PPD KLANG,1/1/1919,101.4514874,2.968510004
BBC0058,SEKOLAH JENIS KEBANGSAAN (CINA) YING WAH,加埔英华华小,"BATU 12, JALAN KAPAR",42200,KAPAR,SELANGOR,PPD KLANG,1/1/1948,101.35067,3.145306
BBC0059,SEKOLAH JENIS KEBANGSAAN (CINA) PIN HWA (2),巴生滨华华小二校,P.T. 51544 AMAN PERDANA,41050,KLANG,SELANGOR,PPD KLANG,1/1/1974,101.407168,3.097844
BBC0060,SEKOLAH JENIS KEBANGSAAN (CINA) TAMAN RASHNA,巴生兰花园华小,JALAN BATU TIGA LAMA,41300,KLANG,SELANGOR,PPD KLANG,13/2/1989,101.472996,3.054553
BBC1035,SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG HUA,万津中华华小,517 JALAN SULTAN ALAM SHAH,42700,BANTING,SELANGOR,PPD KUALA LANGAT,15/12/1936,101.497686,2.807774
BBC1036,SEKOLAH JENIS KEBANGSAAN (CINA) JENJAROM,仁嘉隆华小,JALAN SEKOLAH,42600,JENJAROM,SELANGOR,PPD KUALA LANGAT,10/5/1953,101.496687,2.874827
BBC1037,SEKOLAH JENIS KEBANGSAAN (CINA) KAH WAH,万津启化华小,"KG. PULAU, TELOK BUNUT",42700,BANTING,SELANGOR,PPD KUALA LANGAT,1/1/1946,101.501634,2.823741
BBC1038,SEKOLAH JENIS KEBANGSAAN (CINA) PENG MING,直落平民华小,"TELOK PANGLIMA GARANG, KUALA LANGAT",42500,TELOK PANGLIMA GARANG,SELANGOR,PPD KUALA LANGAT,1/1/1920,101.468166,2.906463
BBC1040,SEKOLAH JENIS KEBANGSAAN (CINA) SIMPANG MORIB,新邦摩立华小,SIMPANG MORIB,42700,BANTING,SELANGOR,PPD KUALA LANGAT,1/1/1969,101.459855,2.780437
BBC1041,SEKOLAH JENIS KEBANGSAAN (CINA) TANJONG SEPAT,丹绒士拔华小,"JLN BESAR,TANJONG SEPAT",42800,TANJONG SEPAT,SELANGOR,PPD KUALA LANGAT,1/2/1953,101.557401,2.661492
BBC1043,SEKOLAH JENIS KEBANGSAAN (CINA) TIONG NAM,双溪峇也中南华小,SUNGAI BUAYA,42700,BANTING,SELANGOR,PPD KUALA LANGAT,1/1/1931,101.440558,2.842512466
BBC1044,SEKOLAH JENIS KEBANGSAAN (CINA) BUKIT FRASER,福隆港华小,"NO 2, JALAN TROPICANA AMAN UTAMA 2, BANDAR TROPICANA AMAN",42500,TELOK PANGLIMA GARANG,SELANGOR,PPD KUALA LANGAT,1/1/1938,101.528929,2.946634
BBC3034,SEKOLAH JENIS KEBANGSAAN (CINA) AIK THEE,瓜雪益智华小,JALAN KERAMAT TANJUNG,45000,KUALA SELANGOR,SELANGOR,PPD KUALA SELANGOR,6/1/1925,101.2433937,3.346663342
BBC3035,SEKOLAH JENIS KEBANGSAAN (CINA) BAGAN PASIR,峇眼巴西华小,JALAN BAGAN PASIR,45500,TANJONG KARANG,SELANGOR,PPD KUALA SELANGOR,20/1/1968,101.1714822,3.397561441
BBC3036,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG WAH,沙沙兰中华华小,"JALAN SASARAN, BUKIT KUCHING",45800,JERAM,SELANGOR,PPD KUALA SELANGOR,29/5/1936,101.311127,3.260899
BBC3037,SEKOLAH JENIS KEBANGSAAN (CINA) IJOK,依约华小,SIMPANG TIGA IJOK,45620,BESTARI JAYA,SELANGOR,PPD KUALA SELANGOR,17/9/1952,101.4158,3.3159
BBC3038,SEKOLAH JENIS KEBANGSAAN (CINA) KHAI TEE,巴西不南邦启智华小,PASIR PENAMBANG,45000,KUALA SELANGOR,SELANGOR,PPD KUALA SELANGOR,1/11/1920,101.252171,3.355377
BBC3040,SEKOLAH JENIS KEBANGSAAN (CINA) LIAT CHOON,而榄列俊华小,"BATU 17, SUNGAI SEMBILANG",45800,JERAM,SELANGOR,PPD KUALA SELANGOR,22/7/1947,101.315735,3.19688
BBC3041,SEKOLAH JENIS KEBANGSAAN (CINA) MING TEE,峇东新村民智华小,KAMPUNG TIRAM BURUK,45500,TANJONG KARANG,SELANGOR,PPD KUALA SELANGOR,1/2/1936,101.24651,3.42589
BBC3042,SEKOLAH JENIS KEBANGSAAN (CINA) PUI CHI,亚三爪哇培志华小,JALAN KLANG,45700,BUKIT ROTAN,SELANGOR,PPD KUALA SELANGOR,1/1/1936,101.2880545,3.300479564
BBC3043,SEKOLAH JENIS KEBANGSAAN (CINA) PUI TEH,而榄培智华小,JALAN SIMPANG TIGA,45800,JERAM,SELANGOR,PPD KUALA SELANGOR,1/1/1926,101.318218,3.225651
BBC3044,SEKOLAH JENIS KEBANGSAAN (CINA) TANJONG KARANG,丹绒加弄华小,JALAN DEWAN DATO' HORMAT,45500,TANJONG KARANG,SELANGOR,PPD KUALA SELANGOR,1/9/1934,101.171958,3.426564
BBC3045,SEKOLAH JENIS KEBANGSAAN (CINA) YIT KHWAN,峇眼益群华小,BAGAN TANJONG KARANG,45500,TANJONG KARANG,SELANGOR,PPD KUALA SELANGOR,1/1/1953,101.171198,3.401794
BBC3047,SEKOLAH JENIS KEBANGSAAN (CINA) YUK CHIH,八丁燕带育智华小,"JALAN BESAR, BESTARI JAYA (BATANG BERJUNTAI)",45600,BESTARI JAYA,SELANGOR,PPD KUALA SELANGOR,1/1/1934,101.404662,3.379142
BBC4034,SEKOLAH JENIS KEBANGSAAN (CINA) BALAKONG,无拉港华小,KAMPUNG BARU BALAKONG,43300,SERI KEMBANGAN,SELANGOR,PPD HULU LANGAT,19/1/1950,101.7455321,3.028405997
BBC4035,SEKOLAH JENIS KEBANGSAAN (CINA) BATU 9 CHERAS,蕉赖九支华小,BATU 9 JALAN CHERAS,43200,CHERAS,SELANGOR,PPD HULU LANGAT,31/12/1932,101.769529,3.071671
BBC4036,SEKOLAH JENIS KEBANGSAAN (CINA) BATU 11,蕉赖十一哩华小,"JALAN SEKOLAH, KG. BARU BATU SEBELAS CHERAS",43200,CHERAS,SELANGOR,PPD HULU LANGAT,1/12/1953,101.7710862,3.046455874
BBC4037,SEKOLAH JENIS KEBANGSAAN (CINA) CHOON HWA,班丹中华华小,"JALAN BUNGA MAWAR, TAMAN LEMBAH MAJU",56100,AMPANG,SELANGOR,PPD HULU LANGAT,12/1/1930,101.758513,3.124264375
BBC4039,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU SEMENYIH,士毛月新村华小,KAMPUNG BARU SEMENYIH,43500,SEMENYIH,SELANGOR,PPD HULU LANGAT,1/12/1951,101.844203,2.949573
BBC4040,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MING,士毛月新民华小,JALAN BESAR,43500,SEMENYIH,SELANGOR,PPD HULU LANGAT,31/12/1918,101.8445698,2.948060282
BBC4041,SEKOLAH JENIS KEBANGSAAN (CINA) SUNGAI CHUA,加影锡米山华小,"JALAN SEKOLAH, KG BARU SG CHUA",43000,KAJANG,SELANGOR,PPD HULU LANGAT,5/12/1952,101.770544,2.988573
BBC4042,SEKOLAH JENIS KEBANGSAAN (CINA) TON FAH,敦化华小,"NO.12, JALAN ECO 3A/3, ECO MAJESTIC",43500,SEMENYIH,SELANGOR,PPD HULU LANGAT,1/12/1930,101.8521563,2.90766578
BBC4043,SEKOLAH JENIS KEBANGSAAN (CINA) BATU 14,呀吃十四哩华小,BATU 14 HULU LANGAT,43100,HULU LANGAT,SELANGOR,PPD HULU LANGAT,12/1/1952,101.813734,3.112723
BBC4044,SEKOLAH JENIS KEBANGSAAN (CINA) YOKE MIN,万宜育民华小,"JALAN STESYEN, BANGI",43000,KAJANG,SELANGOR,PPD HULU LANGAT,12/1/1933,101.783171,2.903024
BBC4045,SEKOLAH JENIS KEBANGSAAN (CINA) YU HUA,加影育华华小,JALAN LOW TI KOK,43000,KAJANG,SELANGOR,PPD HULU LANGAT,31/12/1916,101.791262,2.995068
BBC4046,SEKOLAH JENIS KEBANGSAAN (CINA) KG BARU AMPANG,安邦新村华小,JALAN WAWASAN MERDEKA,68000,AMPANG,SELANGOR,PPD HULU LANGAT,1/1/1952,101.763816,3.141024
BBC4047,SEKOLAH JENIS KEBANGSAAN (CINA) ON PONG,安邦华小,"LOT 6, JALAN BESAR",68000,AMPANG,SELANGOR,PPD HULU LANGAT,10/10/1912,101.761489,3.146465
BBC4048,SEKOLAH JENIS KEBANGSAAN (CINA) CONNAUGHT (2),康乐华小二校,BANDAR DAMAI PERDANA,56000,CHERAS,SELANGOR,PPD HULU LANGAT,3/1/2005,101.742082,3.046182
BBC4049,SEKOLAH JENIS KEBANGSAAN (CINA) ON PONG 2,安邦华小二校,PANDAN MEWAH,68000,AMPANG,SELANGOR,PPD HULU LANGAT,3/1/2007,101.762438,3.126806
BBC4050,SEKOLAH JENIS KEBANGSAAN (CINA) BANDAR SUNGAI LONG,双溪龙华小,"JALAN SUNGAI LONG, BANDAR SUNGAI LONG",43000,KAJANG,SELANGOR,PPD HULU LANGAT,16/3/2016,101.803314,3.051739
BBC4051,SEKOLAH JENIS KEBANGSAAN (CINA) BANDAR KAJANG 2,加影新城华小,"NO.1 JALAN S4/1, SEKSYEN 4, KAJANG 2",43000,KAJANG,SELANGOR,PPD HULU LANGAT,4/1/2021,101.79509,2.96767
BBC5023,SEKOLAH JENIS KEBANGSAAN (CINA) BATANG KALI,峇冬加里华小,KAMPUNG BUKIT CHANDANG,44300,BATANG KALI,SELANGOR,PPD HULU SELANGOR,1/1/1955,101.639021,3.462562
BBC5024,SEKOLAH JENIS KEBANGSAAN (CINA) BKT TANGGA,武吉丁雅华小,JALAN KASTURI SEKSYEN BB8,48300,BUKIT BERUNTUNG,SELANGOR,PPD HULU SELANGOR,3/1/1947,101.572993,3.408702
BBC5027,SEKOLAH JENIS KEBANGSAAN (CINA) CHOONG CHEE,崇智华小,"JALAN BESAR, HULU YAM LAMA",44300,BATANG KALI,SELANGOR,PPD HULU SELANGOR,15/2/1931,101.643172,3.451174
BBC5029,SEKOLAH JENIS KEBANGSAAN (CINA) KALUMPANG,龙邦华小,KAMPUNG BARU KALUMPANG,44100,KERLING,SELANGOR,PPD HULU SELANGOR,7/10/1950,101.5702155,3.634807222
BBC5030,SEKOLAH JENIS KEBANGSAAN (CINA) KAMPUNG GURNEY,葛尼华小,ULU YAM BARU,44300,BATANG KALI,SELANGOR,PPD HULU SELANGOR,1/1/1934,101.662604,3.421394
BBC5031,SEKOLAH JENIS KEBANGSAAN (CINA) KERLING,吉粦华小,KAMPUNG AIR PANAS,44100,KERLING,SELANGOR,PPD HULU SELANGOR,1/1/1931,101.609042,3.592347
BBC5032,SEKOLAH JENIS KEBANGSAAN (CINA) KHING MING,新古毛竞明华小,JALAN SEKOLAH,44000,KUALA KUBU BHARU,SELANGOR,PPD HULU SELANGOR,1/1/1906,101.6537811,3.563096719
